/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777959170867.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777959750353.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777960197254.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777960653591.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777961089401.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777961521308.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777961952237.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_163877796237684.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777962808736.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777963240512.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777963673357.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777964108514.jpg,0.06
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777964548943.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777964981484.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777965412225.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777965839522.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777966263011.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_163877796668874.jpg,-0.8
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777967120384.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777967553813.jpg,0.26
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777967985755.jpg,0.14
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777968421133.jpg,-0.23
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777968858671.jpg,-0.24
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777969292556.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777969731216.jpg,0.08
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777970150909.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777970580859.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777971012748.jpg,-0.08
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777971442521.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777971872266.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777972301804.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777972731542.jpg,0.0
/home/pi/Desktop/selfDriving/DataCollected/IMG2/Image_1638777973154961.jpg,0.0
